noun,gender,gloss
vileza,feminine,meanness
vinculación,feminine,linkage
violación,feminine,rape
violencia,feminine,violence
virginidad,feminine,virginity
virilidad,feminine,virility
virtualidad,feminine,virtuality
virtualización,feminine,virtualization
virtud,feminine,virtue
virulencia,feminine,virulence
visibilidad,feminine,visibility
visibilización,feminine,visualization
visitación,feminine,visitation
visión,feminine,vision
visualización,feminine,visualization
vitacura,feminine,vitacure
vitalidad,feminine,vitality
viudedad,feminine,widowhood
vivacidad,feminine,vivacity
vivencia,feminine,experience
viveza,feminine,vividness
vivienda,feminine,housing
vocación,feminine,vocation
voladura,feminine,explosion
volatilidad,feminine,volatility
voluntad,feminine,will
voracidad,feminine,voracity
votación,feminine,voting
vulgaridad,feminine,vulgarity
vulnerabilidad,feminine,vulnerability
vulneración,feminine,vulneration
vásquez,feminine,vasquez
vázquez,feminine,vazquez
vélez,feminine,velez
vía,feminine,route
yuxtaposición,feminine,juxtaposition
yáñez,feminine,yanez
zona,feminine,zone
zonificación,feminine,zoning
zoología,feminine,zoology
zoonosis,feminine,zoonosis
álvarez,feminine,alvarez
área,feminine,area
énfasis,feminine,emphasis
época,feminine,epoch
éxtasis,feminine,ecstasy
órbita,feminine,orbit
ósmosis,feminine,osmosis
abalorio,masculine,bead
abanderamiento,masculine,flagging
abaratamiento,masculine,price reduction
abastecimiento,masculine,supply
abatimiento,masculine,abatement
abecedario,masculine,alphabet
abismo,masculine,abyss
ablandamiento,masculine,softening
abolicionismo,masculine,abolitionism
abombamiento,masculine,bulging
abono,masculine,fertilizer
abordaje,masculine,boarding
aborrecimiento,masculine,loathing
aborto,masculine,abortion
abrazo,masculine,hug
abrevadero,masculine,water trough
absceso,masculine,abscess
absentismo,masculine,absenteeism
absolutismo,masculine,absolutism
absoluto,masculine,absolute
abstencionismo,masculine,abstentionism
abstraccionismo,masculine,abstractionism
absurdo,masculine,absurdity
abultamiento,masculine,bulging
aburguesamiento,masculine,embourgeoisement
aburrimiento,masculine,boredom
abuso,masculine,abuse
academicismo,masculine,academicism
acaecimiento,masculine,occurrence
acantilado,masculine,cliff
acantonamiento,masculine,encampment
acaparamiento,masculine,monopolization
acaso,masculine,chance
acatamiento,masculine,compliance
acceso,masculine,access
accesorio,masculine,accessory
accionamiento,masculine,actuation
accionario,masculine,shareholder
aceite,masculine,oil
acelerador,masculine,accelerator
aceleramiento,masculine,acceleration
acento,masculine,accent
acepto,masculine,acceptance
acercamiento,masculine,approach
acero,masculine,steel
achatamiento,masculine,flattening
achicamiento,masculine,shrinking
acicalamiento,masculine,polishing
aclaramiento,masculine,clarification
acogimiento,masculine,reception
acomodamiento,masculine,accommodation
acompañamiento,masculine,accompaniment
acondicionamiento,masculine,conditioning
acontecimiento,masculine,event
acoplamiento,masculine,coupling
acortamiento,masculine,shortening
acotamiento,masculine,delimitation
acrecentamiento,masculine,increase
acrecimiento,masculine,growth
acristalamiento,masculine,crystallization
activismo,masculine,activism
acto,masculine,act
actuario,masculine,actuary
acuario,masculine,aquarium
acuartelamiento,masculine,quartering
acueducto,masculine,aqueduct
acuerdo,masculine,agreement
acusatorio,masculine,accusatory
acuífero,masculine,aquifer
adagio,masculine,adagio
addario,masculine,addario
adecentamiento,masculine,tidying
adelantamiento,masculine,advancement
adelgazamiento,masculine,slimming
adentro,masculine,inside
adiestramiento,masculine,training
aditamento,masculine,attachment
aditivo,masculine,additive
adivinatorio,masculine,divinatory
adjudicatario,masculine,awardee
adjunto,masculine,attached
adoctrinamiento,masculine,indoctrination
adoratorio,masculine,oratory
adormecimiento,masculine,drowsiness
adulterio,masculine,adultery
advenimiento,masculine,advent
adversario,masculine,opponent
aerogel,masculine,aerogel
aeromodelismo,masculine,aeromodelling
aeroportuario,masculine,airport-related
aeropuerto,masculine,airport
aeródromo,masculine,aerodrome
afecto,masculine,affection
afeminamiento,masculine,effeminization
afianzamiento,masculine,securement
afijo,masculine,affix
afinamiento,masculine,tuning
aflojamiento,masculine,loosening
afloramiento,masculine,outcropping
aforamiento,masculine,assessment
aforismo,masculine,aphorism
afrancesamiento,masculine,frenchification
africanismo,masculine,africanism
afrontamiento,masculine,confrontation
agnosticismo,masculine,agnosticism
agotamiento,masculine,exhaustion
agradecimiento,masculine,gratitude
agrandamiento,masculine,enlargement
agrario,masculine,agrarian
agrarismo,masculine,agrarianism
agravamiento,masculine,aggravation
agrietamiento,masculine,cracking
agroalimentario,masculine,agri-food
agropecuario,masculine,agricultural and livestock
agroturismo,masculine,agritourism
agrupamiento,masculine,grouping
aguacero,masculine,downpour
aguafuerte,masculine,etching
aguaje,masculine,ocean current
agujero,masculine,hole
ahogamiento,masculine,drowning
ahorcamiento,masculine,hanging
ahorro,masculine,savings
aire,masculine,air
aislacionismo,masculine,isolationism
aislamiento,masculine,isolation
aje,masculine,sprain
ajeno,masculine,stranger
ajusticiamiento,masculine,execution
alambique,masculine,still
alambre,masculine,wire
alargamiento,masculine,lengthening
alario,masculine,tariff
alarmismo,masculine,alarmism
albergue,masculine,shelter
alberto,masculine,alberto
albinismo,masculine,albinism
albornoz,masculine,bathrobe
alcantarillado,masculine,sewage system
alcohol,masculine,alcohol
alcoholismo,masculine,alcoholism
alcornoque,masculine,cork oak
alcázar,masculine,fortress
aleatorio,masculine,random
alegato,masculine,allegation
alegro,masculine,allegro
alejamiento,masculine,distance
alejandro,masculine,alejandro
aletargamiento,masculine,lethargy
alfabetismo,masculine,literacy
alfonsinismo,masculine,alfonsinism
alfonso,masculine,alfonso
alfredo,masculine,alfredo
algoritmo,masculine,algorithm
aliento,masculine,breath
aligeramiento,masculine,lightening
alimentario,masculine,food-related
alimento,masculine,food
alineamiento,masculine,alignment
alistamiento,masculine,enlistment
alivio,masculine,relief
allanamiento,masculine,house search
almacenaje,masculine,warehousing
almacenamiento,masculine,storage
almacén,masculine,warehouse
almanaque,masculine,almanac
almario,masculine,wardrobe
almizcle,masculine,musk
almud,masculine,almud
almuerzo,masculine,lunch
almíbar,masculine,syrup
alojamiento,masculine,accommodation
alonso,masculine,alonso
alpinismo,masculine,mountaineering
altavoz,masculine,loudspeaker
alterio,masculine,altercation
alto,masculine,high
altruismo,masculine,altruism
alud,masculine,avalanche
alumbramiento,masculine,lighting
aluminio,masculine,aluminum
alunizaje,masculine,moon landing
aluvión,masculine,flood
alzamiento,masculine,uprising
amamantamiento,masculine,breastfeeding
amaneramiento,masculine,affectation
amarillismo,masculine,yellow journalism
amateurismo,masculine,amateurism
ambientalismo,masculine,environmentalism
ambulatorio,masculine,outpatient
amedrentamiento,masculine,intimidation
amejoramiento,masculine,improvement
amento,masculine,streamer
americanismo,masculine,americanism
amerizaje,masculine,water landing
ametrallamiento,masculine,machine-gunning
amiguismo,masculine,cronyism
amojonamiento,masculine,land demarcation
amontonamiento,masculine,piling up
amorio,masculine,love affair
amortiguamiento,masculine,buffering
amotinamiento,masculine,mutiny
amparo,masculine,protection
amperaje,masculine,amperage
amperio,masculine,ampere
amplio,masculine,wide
anabolismo,masculine,anabolism
anacardo,masculine,cashew
anacronismo,masculine,anachronism
anagrama,masculine,anagram
analfabetismo,masculine,illiteracy
anarcocapitalismo,masculine,anarcho-capitalism
anarcosindicalismo,masculine,anarcho-syndicalism
anarquismo,masculine,anarchism
anclaje,masculine,anchorage
andalucismo,masculine,andalusianism
andamiaje,masculine,scaffolding
andamio,masculine,scaffold
andinismo,masculine,andean mountaineering
androcentrismo,masculine,androcentrism
andén,masculine,platform
anecdotario,masculine,anecdote collection
anegamiento,masculine,flooding
anemómetro,masculine,anemometer
anexo,masculine,annex
anglicanismo,masculine,anglicanism
anglicismo,masculine,anglicism
anidamiento,masculine,nesting
anillamiento,masculine,ringing
anillo,masculine,ring
animalismo,masculine,animalism
animismo,masculine,animism
animo,masculine,spirit
aniquilamiento,masculine,annihilation
aniversario,masculine,anniversary
anonimato,masculine,anonymity
anquilosamiento,masculine,atrophy
antagonismo,masculine,antagonism
antebrazo,masculine,forearm
antiamericanismo,masculine,anti-americanism
anticapitalismo,masculine,anti-capitalism
anticatalanismo,masculine,anti-catalanism
anticiclón,masculine,anticyclone
anticlericalismo,masculine,anticlericalism
anticomunismo,masculine,anti-communism
anticongelante,masculine,antifreeze
anticuario,masculine,antiquarian
antidopaje,masculine,anti-doping
antienvejecimiento,masculine,anti-aging
antifascismo,masculine,anti-fascism
antifeminismo,masculine,anti-feminism
antifranquismo,masculine,anti-francoism
antihorario,masculine,counterclockwise
antiimperialismo,masculine,anti-imperialism
antiinflamatorio,masculine,anti-inflammatory
antimilitarismo,masculine,anti-militarism
antimonio,masculine,antimony
antiparasitario,masculine,antiparasitic
antiperonismo,masculine,anti-peronism
antirracismo,masculine,anti-racism
antisemitismo,masculine,antisemitism
antiséptico,masculine,antiseptic
antiterrorismo,masculine,anti-terrorism
antropocentrismo,masculine,anthropocentrism
antropomorfismo,masculine,anthropomorphism
anuario,masculine,yearbook
anuncio,masculine,advertisement
análisis,masculine,analysis
apaciguamiento,masculine,pacification
apadrinamiento,masculine,sponsorship
apalancamiento,masculine,leveraging
apaleamiento,masculine,beating
apantallamiento,masculine,screening
aparataje,masculine,equipment
aparato,masculine,apparatus
aparcamiento,masculine,parking
apareamiento,masculine,mating
aparejo,masculine,harness
apartamento,masculine,apartment
apartamiento,masculine,separation
apasionamiento,masculine,passion
apedreamiento,masculine,stoning
apercibimiento,masculine,warning
aperturismo,masculine,open-door policy
apiario,masculine,apiary
apicultor,masculine,beekeeper
apilamiento,masculine,stacking
apiñamiento,masculine,crowding
aplanamiento,masculine,flattening
aplastamiento,masculine,crushing
aplazamiento,masculine,postponement
apoderamiento,masculine,authorization
apogeo,masculine,apogee
apolinario,masculine,apolinario
apoyo,masculine,support
aprecio,masculine,appreciation
aprendizaje,masculine,learning
apresamiento,masculine,seizure
apresuramiento,masculine,haste
aprisionamiento,masculine,imprisonment
aprismo,masculine,aprism
aprovechamiento,masculine,utilization
aprovisionamiento,masculine,supply
apuesto,masculine,elegant
apuntalamiento,masculine,shoring
apuntamiento,masculine,pointing
apuñalamiento,masculine,stabbing
apéndice,masculine,appendix
apócope,masculine,apocope
apóstrofo,masculine,apostrophe
aquello,masculine,that
arabismo,masculine,arabism
arado,masculine,plough
arancel,masculine,tariff
arancelario,masculine,tariff-related
arbitraje,masculine,arbitration
arbitramento,masculine,arbitration
arbitrario,masculine,arbitrary
archipiélago,masculine,archipelago
archivo,masculine,archive
arco,masculine,arch
arcén,masculine,verge
arcón,masculine,chest
argentinismo,masculine,argentine nationalism
argot,masculine,slang
argumentario,masculine,argumentative brief
argumento,masculine,argument
ariete,masculine,battering ram
ario,masculine,aryan
aristotelismo,masculine,aristotelianism
armamentismo,masculine,militarism
armamento,masculine,armament
armario,masculine,wardrobe
aroma,masculine,aroma
arpegio,masculine,arpeggio
arquetipo,masculine,archetype
arquitecto,masculine,architect
arrebatamiento,masculine,snatching
arrecife,masculine,reef
arreglo,masculine,arrangement
arrendamiento,masculine,lease
arrendatario,masculine,tenant
arrepentimiento,masculine,repentance
arresto,masculine,arrest
arrianismo,masculine,arianism
arriate,masculine,leash
arribismo,masculine,social climbing
arrollamiento,masculine,overwhelming
arroyo,masculine,stream
arroz,masculine,rice
arsenal,masculine,arsenal
arsénico,masculine,arsenic
artefacto,masculine,artifact
articulo,masculine,article
artiguismo,masculine,artiguism
arturo,masculine,arturo
artículo,masculine,article
arzobispo,masculine,archbishop
asalto,masculine,assault
asambleario,masculine,assembly member
asbesto,masculine,asbestos
ascenso,masculine,ascent
ascensor,masculine,elevator
ascetismo,masculine,asceticism
asco,masculine,disgust
aseguramiento,masculine,insurance coverage
aseguro,masculine,insurance
asentamiento,masculine,settlement
asentimiento,masculine,consent
asesinato,masculine,murder
asesoramiento,masculine,consultancy
asfalto,masculine,asphalt
asidero,masculine,support
asiento,masculine,seat
asilo,masculine,asylum
asimiento,masculine,grasp
asimismo,masculine,likewise
asistencialismo,masculine,welfarism
asociacionismo,masculine,associationism
asombro,masculine,astonishment
aspecto,masculine,aspect
asteroide,masculine,asteroid
astigmatismo,masculine,astigmatism
astillero,masculine,shipyard
astrolabio,masculine,astrolabe
asunto,masculine,matter
atavismo,masculine,atavism
ataúd,masculine,coffin
atento,masculine,attentiveness
atenuador,masculine,attenuator
aterrizaje,masculine,landing
atesoramiento,masculine,hoarding
atletismo,masculine,athletics
atolón,masculine,atoll
atomismo,masculine,atomism
atragantamiento,masculine,choking
atrapamiento,masculine,entrapment
atrevimiento,masculine,boldness
atril,masculine,lectern
atrincheramiento,masculine,entrenchment
atropellamiento,masculine,run-over
aturdimiento,masculine,daze
audio,masculine,audio
auditorio,masculine,auditorium
audífono,masculine,headphone
augusto,masculine,augustus
aulario,masculine,classroom building
aumento,masculine,increase
ausentismo,masculine,absenteeism
autismo,masculine,autism
auto,masculine,car
autoabastecimiento,masculine,self-sufficiency
autoaprendizaje,masculine,self-learning
autobús,masculine,bus
autoclave,masculine,autoclave
autoconcepto,masculine,self-concept
autoconocimiento,masculine,self-knowledge
autocontrol,masculine,self-control
autodesarrollo,masculine,self-development
autodescubrimiento,masculine,self-discovery
autodominio,masculine,self-mastery
autoerotismo,masculine,autoeroticism
autofinanciamiento,masculine,self-financing
autogestionario,masculine,self-managed
autogiro,masculine,autogyro
automatismo,masculine,automatism
automovilismo,masculine,motoring
autonomismo,masculine,autonomism
autoritario,masculine,authoritarian
autoritarismo,masculine,authoritarianism
auxilio,masculine,aid
avance,masculine,advance
avasallamiento,masculine,subjugation
avenimiento,masculine,agreement
aviario,masculine,aviary
aviso,masculine,notice
avistaje,masculine,sightseeing
avistamiento,masculine,sighting
avituallamiento,masculine,provision
avivamiento,masculine,revival
avión,masculine,airplane
axioma,masculine,axiom
ayuntamiento,masculine,town council
azabache,masculine,jet
azogue,masculine,mercury
azuaje,masculine,mould
azulejo,masculine,tile
aéreo,masculine,aerial
añejamiento,masculine,aging
año,masculine,year
bachillerato,masculine,baccalaureate
bacterio,masculine,bacterium
bagaje,masculine,luggage
baje,masculine,lower part
bajorrelieve,masculine,bas-relief
balcón,masculine,balcony
baldío,masculine,vacant land
balizamiento,masculine,beaconing
balneario,masculine,spa resort
baloncesto,masculine,basketball
balotaje,masculine,ballot
bambú,masculine,bamboo
bancario,masculine,bank-related
banco,masculine,bank
bandidaje,masculine,banditry
bandolerismo,masculine,banditry
banquete,masculine,banquet
baptisterio,masculine,baptistery
barato,masculine,cheap
barbarismo,masculine,barbarism
barbecho,masculine,fallow land
barbitúrico,masculine,barbiturate
barco,masculine,ship
bario,masculine,barium
barniz,masculine,varnish
barranco,masculine,ravine
barranquismo,masculine,barranquillismo
barril,masculine,barrel
barrio,masculine,neighborhood
barro,masculine,clay
barroquismo,masculine,baroque style
barómetro,masculine,barometer
basalto,masculine,basalt
basamento,masculine,base
bastidor,masculine,frame
bastión,masculine,bastion
batllismo,masculine,batllismo
batolito,masculine,batholith
bautismo,masculine,baptism
bautisterio,masculine,baptistery
baño,masculine,bath
baúl,masculine,trunk
beaterio,masculine,convent
becario,masculine,scholarship holder
belicismo,masculine,bellicism
belisario,masculine,belisarius
bello,masculine,beautiful
benceno,masculine,benzene
beneficiario,masculine,beneficiary
beneficio,masculine,benefit
benito,masculine,benito
benjuí,masculine,benzoin
berbiquí,masculine,drill
berengario,masculine,berengarius
berilio,masculine,beryllium
berio,masculine,beryllium
bernardo,masculine,bernard
beso,masculine,kiss
bestialismo,masculine,bestiality
bestiario,masculine,bestiary
betún,masculine,bitumen
bibliotecario,masculine,librarian
bicentenario,masculine,bicentennial
bilbao,masculine,bilbao
bilingüismo,masculine,bilingualism
billonario,masculine,billionaire
binario,masculine,binary
binarismo,masculine,binary system
biombo,masculine,folding screen
bioterrorismo,masculine,bioterrorism
bipartidismo,masculine,bipartisanship
birrete,masculine,graduation cap
bismuto,masculine,bismuth
bióxido,masculine,dioxide
blanqueamiento,masculine,bleaching
blasón,masculine,coat of arms
blindaje,masculine,armor
bloqueo,masculine,blockade
boceto,masculine,sketch
bolchevismo,masculine,bolshevism
boletaje,masculine,ticketing
boleto,masculine,ticket
boletín,masculine,bulletin
bolivarianismo,masculine,bolivarianism
bolo,masculine,pill
bolsillo,masculine,pocket
bolso,masculine,handbag
bolígrafo,masculine,ballpoint pen
bonapartismo,masculine,bonapartism
bonito,masculine,pretty
bono,masculine,bond
bordado,masculine,embroidery
borde,masculine,edge
bordillo,masculine,curb
bordo,masculine,on board
borrador,masculine,draft
bosque,masculine,forest
boticario,masculine,pharmacist
botijo,masculine,clay jug
botulismo,masculine,botulism
botín,masculine,booty
boxeo,masculine,boxing
bramante,masculine,bramante
bravo,masculine,bravo
brazo,masculine,arm
brebaje,masculine,potion
breviario,masculine,breviary
bricolaje,masculine,do-it-yourself
brillo,masculine,brightness
bronce,masculine,bronze
brote,masculine,outbreak
brulote,masculine,incendiary pamphlet
brumario,masculine,brumaire
bruno,masculine,bruno
brutalismo,masculine,brutalism
bruto,masculine,brute
bruxismo,masculine,bruxism
budismo,masculine,buddhism
buenismo,masculine,over-optimism
buhardilla,masculine,attic
bulevar,masculine,boulevard
bulto,masculine,bundle
bumerán,masculine,boomerang
burocratismo,masculine,bureaucratism
busco,masculine,search
buzamiento,masculine,mailing
buzo,masculine,diver
báculo,masculine,staff
bórax,masculine,thorax
búnker,masculine,bunker
cabalgamiento,masculine,riding
caballero,masculine,gentleman
cabello,masculine,hair
cabestrante,masculine,winch
cabildo,masculine,town council
cable,masculine,cable
cableado,masculine,cabling
cabotaje,masculine,coasting trade
cacao,masculine,cocoa
cacharro,masculine,pot
caciquismo,masculine,caciquism
cadmio,masculine,cadmium
café,masculine,coffee
calado,masculine,draft
calafateo,masculine,caulking
calambre,masculine,cramp
calandrado,masculine,calendering
calcio,masculine,calcium
caldero,masculine,boiler
calendario,masculine,calendar
calentamiento,masculine,heating
calibre,masculine,caliber
califato,masculine,caliphate
caligrama,masculine,calligram
calostro,masculine,colostrum
calvario,masculine,calvary
calvinismo,masculine,calvinism
calvo,masculine,bald person
camarote,masculine,cabin
camastro,masculine,makeshift bed
cambiario,masculine,exchange-related
cambio,masculine,exchange
camino,masculine,road
camión,masculine,truck
campamento,masculine,camp
campanario,masculine,bell tower
campeonato,masculine,championship
camping,masculine,camping
campismo,masculine,outdoor activity
campo,masculine,field
camuflaje,masculine,camouflage
canal,masculine,canal
canalón,masculine,gutter
canario,masculine,canary
candelabro,masculine,candelabra
candelario,masculine,candle holder
cangilón,masculine,bucket
canibalismo,masculine,cannibalism
canotaje,masculine,canoeing
canto,masculine,song
capitalismo,masculine,capitalism
capitel,masculine,capital
capitulo,masculine,chapter
capricho,masculine,whim
capítulo,masculine,chapter
capó,masculine,hood
caramelo,masculine,candy
carbono,masculine,carbon
carburador,masculine,carburetor
carbón,masculine,coal
carcelario,masculine,prison-related
cardenismo,masculine,cardenism
cardumen,masculine,school of fish
cargamento,masculine,loading
cario,masculine,charcoal
carisma,masculine,charisma
cariño,masculine,affection
carlismo,masculine,carlism
caro,masculine,expensive
carro,masculine,car
carruaje,masculine,carriage
cartel,masculine,poster
cartulario,masculine,cartulary
cartón,masculine,cardboard
casamiento,masculine,marriage
casco,masculine,helmet
caserio,masculine,hamlet
caso,masculine,case
casorio,masculine,small wedding
casticismo,masculine,purism
castillo,masculine,castle
castrismo,masculine,castrism
castro,masculine,castro
castrochavismo,masculine,castrochavism
catabolismo,masculine,catabolism
cataclismo,masculine,cataclysm
catalanismo,masculine,catalanism
catastrofismo,masculine,catastrophism
catecismo,masculine,catechism
cateterismo,masculine,catheterization
catolicismo,masculine,catholicism
caudillaje,masculine,caudillo rule
caudillismo,masculine,caudillism
cautiverio,masculine,captivity
cavernario,masculine,cave-dweller
cayendo,masculine,falling
caído,masculine,fallen person
cañamazo,masculine,canvas
cañón,masculine,canyon
celaje,masculine,sky cover
celorio,masculine,funeral
cementerio,masculine,cemetery
cemento,masculine,cement
censo,masculine,census
centenario,masculine,centenary
centralismo,masculine,centralism
centrismo,masculine,centrism
centro,masculine,center
cercenamiento,masculine,truncation
cerebro,masculine,brain
cerio,masculine,cerium
cero,masculine,zero
cerramiento,masculine,enclosure
cerro,masculine,hill
cesario,masculine,cesarean section
cesarismo,masculine,caesarism
cesionario,masculine,assignee
chamanismo,masculine,shamanism
chantaje,masculine,blackmail
chauvinismo,masculine,chauvinism
chavismo,masculine,chavism
chiismo,masculine,shiism
chimento,masculine,cement
chocolate,masculine,chocolate
chovinismo,masculine,chauvinism
ciberactivismo,masculine,cyberactivism
ciberdelito,masculine,cybercrime
ciberespionaje,masculine,cyberespionage
ciberfeminismo,masculine,cyberfeminism
ciberterrorismo,masculine,cyberterrorism
ciclismo,masculine,cycling
ciclo,masculine,cycle
ciclomontañismo,masculine,mountain biking
cicloturismo,masculine,cycle tourism
cielo,masculine,sky
cientificismo,masculine,scientism
cierre,masculine,closure
cilindraje,masculine,engine displacement
cilindro,masculine,cylinder
cimento,masculine,cement
cimiento,masculine,foundation
cincuentenario,masculine,fiftieth anniversary
cine,masculine,cinema
cinismo,masculine,cynicism
circo,masculine,circus
circuito,masculine,circuit
circulatorio,masculine,circulatory
civismo,masculine,civicism
cizallamiento,masculine,shearing
clasicismo,masculine,classicism
clasificatorio,masculine,classificatory
clasismo,masculine,classism
claudio,masculine,claudio
clavo,masculine,nail
clericalismo,masculine,clericalism
clientelismo,masculine,clientelism
clima,masculine,climate
climaterio,masculine,climacteric
clivaje,masculine,cleavage
clotario,masculine,clotting agent
cobre,masculine,copper
cobro,masculine,collection
coche,masculine,car
cocimiento,masculine,cooking
coco,masculine,coconut
cofinanciamiento,masculine,co-financing
cognitivismo,masculine,cognitivism
colaboracionismo,masculine,collaborationism
colapso,masculine,collapse
coleccionismo,masculine,collectorism
colectivismo,masculine,collectivism
colegio,masculine,school
coloniaje,masculine,colonization
colonialismo,masculine,colonialism
coloquialismo,masculine,colloquialism
color,masculine,color
colorismo,masculine,colorism
combinatorio,masculine,combinatorial
comedor,masculine,dining room
comentario,masculine,commentary
comento,masculine,comment
comercialismo,masculine,commercialism
comercio,masculine,trade
cometa,masculine,comet
cometario,masculine,cometary
comienzo,masculine,beginning
comisario,masculine,commissioner
commentario,masculine,commentary
compartimento,masculine,compartment
compartimiento,masculine,compartment
compañerismo,masculine,companionship
compensatorio,masculine,compensatory
compilatorio,masculine,compilatory
complementario,masculine,complementary
complemento,masculine,complement
comportamiento,masculine,behavior
compostaje,masculine,composting
compresor,masculine,compressor
compro,masculine,buy
compromisario,masculine,compromising
compromiso,masculine,commitment
compuesto,masculine,compound
computador,masculine,computer
comulgatorio,masculine,communion
comunalismo,masculine,communalism
comunismo,masculine,communism
comunitario,masculine,community
comunitarismo,masculine,communitarianism
conceptismo,masculine,conceptism
concepto,masculine,concept
conceptualismo,masculine,conceptualism
concesionario,masculine,concessionaire
concierto,masculine,concert
concreto,masculine,concrete
concurso,masculine,contest
condicionamiento,masculine,conditioning
condimento,masculine,condiment
conductismo,masculine,behaviorism
conector,masculine,connector
confesionario,masculine,confessional
confinamiento,masculine,confinement
conflicto,masculine,conflict
conformismo,masculine,conformism
confrontamiento,masculine,confrontation
confucianismo,masculine,confucianism
confucionismo,masculine,confucianism
confusionismo,masculine,confusionism
congelamiento,masculine,freezing
congestionamiento,masculine,congestion
congreso,masculine,congress
conocimiento,masculine,knowledge
consejero,masculine,counselor
consenso,masculine,consensus
consentimiento,masculine,consent
conservacionismo,masculine,conservationism
conservadorismo,masculine,conservatism
conservadurismo,masculine,conservatism
conservatismo,masculine,conservatism
conservatorio,masculine,conservatory
considero,masculine,consider
consignatario,masculine,consignee
consiliario,masculine,councilor
consistorio,masculine,consistory
constitucionalismo,masculine,constitutionalism
constreñimiento,masculine,constraint
constructivismo,masculine,constructivism
construyendo,masculine,building
consuetudinario,masculine,customary
consultorio,masculine,consulting room
consumismo,masculine,consumerism
consumo,masculine,consumption
contacto,masculine,contact
contador,masculine,accountant
contemporáneo,masculine,contemporary
contento,masculine,content
contestatario,masculine,respondent
contexto,masculine,context
continente,masculine,continent
continuismo,masculine,continuism
continuo,masculine,continuous
contorsionismo,masculine,contortionism
contradictorio,masculine,contradictory
contraespionaje,masculine,counterespionage
contrario,masculine,contrary
contrarrevolucionario,masculine,counterrevolutionary
contraterrorismo,masculine,counterterrorism
contrato,masculine,contract
control,masculine,control
convencimiento,masculine,conviction
convencionalismo,masculine,conventionalism
convenio,masculine,agreement
convento,masculine,convent
conversatorio,masculine,conversatorium
convictorio,masculine,convict
cooperativismo,masculine,cooperativism
copamiento,masculine,filling
copropietario,masculine,co-owner
coraje,masculine,courage
cordaje,masculine,rope
cordero,masculine,lamb
corio,masculine,chorion
coro,masculine,choir
corolario,masculine,corollary
coronamiento,masculine,crowning
coronario,masculine,coronary
corporativismo,masculine,corporatism
correcto,masculine,correct
corregimiento,masculine,correction
correligionario,masculine,coreligionist
correo,masculine,mail
corretaje,masculine,brokerage
corrimiento,masculine,movement
corrupto,masculine,corrupt
corsario,masculine,corsair
cortinaje,masculine,curtain
cortometraje,masculine,short film
cosmopolitismo,masculine,cosmopolitanism
costo,masculine,cost
costumbrismo,masculine,costumbrism
coño,masculine,cunt
creacionismo,masculine,creationism
crecimiento,masculine,growth
crematorio,masculine,crematorium
cretinismo,masculine,cretinism
creyendo,masculine,believing
criollismo,masculine,criollismo
cristianismo,masculine,christianity
cristo,masculine,christ
criterio,masculine,criterion
criticismo,masculine,criticism
cromatismo,masculine,chromatism
cromosoma,masculine,chromosome
cronometraje,masculine,timing
crucero,masculine,cruise
cruzamiento,masculine,crossing
crédito,masculine,credit
cuaderno,masculine,notebook
cuadrado,masculine,square
cuadro,masculine,frame
cuaje,masculine,curdling
cuaternario,masculine,quaternary
cuatricentenario,masculine,quadricentennial
cubierto,masculine,covered
cubismo,masculine,cubism
cubo,masculine,cube
cubrimiento,masculine,covering
cuchillo,masculine,knife
cuello,masculine,neck
cuento,masculine,story
cuero,masculine,leather
cuerpo,masculine,body
cuestionamiento,masculine,questioning
cuestionario,masculine,questionnaire
culinario,masculine,culinary
culteranismo,masculine,culteranism
cultismo,masculine,cultism
culto,masculine,cult
culturalismo,masculine,culturalism
culturismo,masculine,bodybuilding
cumplimento,masculine,compliment
cumplimiento,masculine,fulfillment
curanderismo,masculine,curanderismo
curetaje,masculine,curettage
curso,masculine,course
cálculo,masculine,calculation
círculo,masculine,circle
código,masculine,code
cómodo,masculine,comfortable
daario,masculine,daario
daddario,masculine,daddario
daltonismo,masculine,daltonism
dario,masculine,dario
darwinismo,masculine,darwinism
dato,masculine,data
daño,masculine,damage
debate,masculine,debate
debilitamiento,masculine,weakening
debo,masculine,must
decadentismo,masculine,decadentism
decaimiento,masculine,decay
decisorio,masculine,decisive
decrecimiento,masculine,decrease
decremento,masculine,decrement
decreto,masculine,decree
dedo,masculine,finger
defecto,masculine,defect
deficitario,masculine,deficit
definitorio,masculine,definitive
delantero,masculine,front
delfinario,masculine,dolphinarium
delito,masculine,crime
demonio,masculine,demon
denario,masculine,denarius
dentario,masculine,dental
departamento,masculine,department
deporte,masculine,sport
depositario,masculine,depositary
depósito,masculine,deposit
derechismo,masculine,rightism
derecho,masculine,right
derio,masculine,derio
derogatorio,masculine,derogatory
derramamiento,masculine,spilling
derretimiento,masculine,melting
derrocamiento,masculine,overthrow
derrotismo,masculine,defeatism
derrumbamiento,masculine,collapse
desabastecimiento,masculine,shortage
desacoplamiento,masculine,decoupling
desacuerdo,masculine,disagreement
desafío,masculine,challenge
desaire,masculine,disdain
desangramiento,masculine,bleeding
desarrollismo,masculine,developmentalism
desarrollo,masculine,development
desayuno,masculine,breakfast
desbordamiento,masculine,overflow
desbridamiento,masculine,debridement
descanso,masculine,rest
descarrilamiento,masculine,derailment
